representation,model,weighting,seed,repeat,fold,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,mcc,precision_IE,recall_IE,f1_IE,precision_Early,recall_Early,f1_Early,precision_Late,recall_Late,f1_Late
Physicochemical,XGBoost,Class_Balanced,456,3,1,0.8,0.7474747474747474,0.7777777777777778,0.7474747474747474,0.7565217391304347,0.7843478260869564,0.4850797373873086,1.0,1.0,1.0,0.5,0.3333333333333333,0.4,0.8333333333333334,0.9090909090909091,0.8695652173913043
Physicochemical,XGBoost,Class_Balanced,456,3,2,0.6666666666666666,0.7676767676767676,0.5694444444444444,0.7676767676767676,0.6027568922305764,0.6879699248120301,0.4156851183853697,0.3333333333333333,1.0,0.5,0.5,0.6666666666666666,0.5714285714285714,0.875,0.6363636363636364,0.7368421052631579
Physicochemical,XGBoost,Class_Balanced,456,3,3,0.6666666666666666,0.30303030303030304,0.2380952380952381,0.30303030303030304,0.26666666666666666,0.5866666666666667,-0.13644420572745383,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.9090909090909091,0.8
Physicochemical,XGBoost,Class_Balanced,456,3,4,0.6,0.35353535353535354,0.4090909090909091,0.35353535353535354,0.3757575757575758,0.6133333333333333,0.06316139407998893,0.0,0.0,0.0,0.5,0.3333333333333333,0.4,0.7272727272727273,0.7272727272727273,0.7272727272727273
Physicochemical,XGBoost,Class_Balanced,456,3,5,0.7857142857142857,0.4444444444444444,0.5897435897435898,0.4444444444444444,0.45652173913043476,0.7282608695652174,0.44410268115970425,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7692307692307693,1.0,0.8695652173913043
Physicochemical,XGBoost,Class_Balanced,789,4,1,0.7333333333333333,0.7979797979797979,0.762962962962963,0.7979797979797979,0.7666666666666666,0.7533333333333334,0.4747501098334506,1.0,1.0,1.0,0.4,0.6666666666666666,0.5,0.8888888888888888,0.7272727272727273,0.8
Physicochemical,XGBoost,Class_Balanced,789,4,2,0.4666666666666667,0.2929292929292929,0.3055555555555555,0.2929292929292929,0.29523809523809524,0.4971428571428571,-0.07409948978045726,0.0,0.0,0.0,0.25,0.3333333333333333,0.2857142857142857,0.6666666666666666,0.5454545454545454,0.6
Physicochemical,XGBoost,Class_Balanced,789,4,3,0.8,0.5252525252525252,0.5,0.5252525252525252,0.5120772946859903,0.7710144927536232,0.4740612223681573,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.9090909090909091,0.8695652173913043
Physicochemical,XGBoost,Class_Balanced,789,4,4,0.8,0.7474747474747474,0.7777777777777778,0.7474747474747474,0.7565217391304347,0.7843478260869564,0.4850797373873086,1.0,1.0,1.0,0.5,0.3333333333333333,0.4,0.8333333333333334,0.9090909090909091,0.8695652173913043
Physicochemical,XGBoost,Class_Balanced,789,4,5,0.8571428571428571,0.5555555555555555,0.5252525252525252,0.5555555555555555,0.5396825396825397,0.8231292517006803,0.6503915446723262,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9090909090909091,1.0,0.9523809523809523
Physicochemical,XGBoost,Class_Balanced,2026,5,1,0.7333333333333333,0.3333333333333333,0.24444444444444444,0.3333333333333333,0.28205128205128205,0.6205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,1.0,0.8461538461538461
Physicochemical,XGBoost,Class_Balanced,2026,5,2,0.7333333333333333,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.7333333333333333,0.3617021276595745,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.8181818181818182,0.8181818181818182
Physicochemical,XGBoost,Class_Balanced,2026,5,3,0.5333333333333333,0.404040404040404,0.3611111111111111,0.404040404040404,0.3586744639376218,0.5520467836257309,0.12041167089324305,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.75,0.5454545454545454,0.631578947368421
Physicochemical,XGBoost,Class_Balanced,2026,5,4,0.8666666666666667,0.9393939393939394,0.75,0.9393939393939394,0.8079365079365078,0.8758730158730158,0.7595197702496869,0.5,1.0,0.6666666666666666,0.75,1.0,0.8571428571428571,1.0,0.8181818181818182,0.9
Physicochemical,XGBoost,Class_Balanced,2026,5,5,0.6428571428571429,0.6,0.5757575757575758,0.6,0.5873015873015873,0.6156462585034014,0.11599633400095508,1.0,1.0,1.0,0.0,0.0,0.0,0.7272727272727273,0.8,0.7619047619047619
ProtBERT,Logistic_Regression,Unweighted,42,1,1,0.8666666666666667,0.5555555555555555,0.6153846153846154,0.5555555555555555,0.5722222222222223,0.8322222222222222,0.6579490028442165,0.0,0.0,0.0,1.0,0.6666666666666666,0.8,0.8461538461538461,1.0,0.9166666666666666
ProtBERT,Logistic_Regression,Unweighted,42,1,2,0.8,0.4444444444444444,0.5952380952380952,0.4444444444444444,0.45999999999999996,0.7453333333333333,0.44831667596163405,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7857142857142857,1.0,0.88
ProtBERT,Logistic_Regression,Unweighted,42,1,3,0.7333333333333333,0.494949494949495,0.43939393939393945,0.494949494949495,0.4632034632034632,0.7142857142857142,0.351839597706834,0.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285714,0.8181818181818182,0.8181818181818182,0.8181818181818182
ProtBERT,Logistic_Regression,Unweighted,42,1,4,0.8,0.4444444444444444,0.5952380952380952,0.4444444444444444,0.45999999999999996,0.7453333333333333,0.44831667596163405,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7857142857142857,1.0,0.88
ProtBERT,Logistic_Regression,Unweighted,42,1,5,0.7857142857142857,0.4444444444444444,0.5897435897435898,0.4444444444444444,0.45652173913043476,0.7282608695652174,0.44410268115970425,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7692307692307693,1.0,0.8695652173913043
ProtBERT,Logistic_Regression,Unweighted,123,2,1,0.7333333333333333,0.3333333333333333,0.24444444444444444,0.3333333333333333,0.28205128205128205,0.6205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,1.0,0.8461538461538461
ProtBERT,Logistic_Regression,Unweighted,123,2,2,0.8666666666666667,0.5555555555555555,0.6153846153846154,0.5555555555555555,0.5722222222222223,0.8322222222222222,0.6579490028442165,0.0,0.0,0.0,1.0,0.6666666666666666,0.8,0.8461538461538461,1.0,0.9166666666666666
ProtBERT,Logistic_Regression,Unweighted,123,2,3,0.8666666666666667,0.5555555555555555,0.6153846153846154,0.5555555555555555,0.5722222222222223,0.8322222222222222,0.6579490028442165,0.0,0.0,0.0,1.0,0.6666666666666666,0.8,0.8461538461538461,1.0,0.9166666666666666
ProtBERT,Logistic_Regression,Unweighted,123,2,4,0.8,0.4444444444444444,0.5952380952380952,0.4444444444444444,0.45999999999999996,0.7453333333333333,0.44831667596163405,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7857142857142857,1.0,0.88
ProtBERT,Logistic_Regression,Unweighted,123,2,5,0.6428571428571429,0.45555555555555555,0.3925925925925926,0.45555555555555555,0.41228070175438597,0.6334586466165414,0.2386980188146657,0.0,0.0,0.0,0.4,0.6666666666666666,0.5,0.7777777777777778,0.7,0.7368421052631579
ProtBERT,Logistic_Regression,Unweighted,456,3,1,0.8,0.4444444444444444,0.5952380952380952,0.4444444444444444,0.45999999999999996,0.7453333333333333,0.44831667596163405,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7857142857142857,1.0,0.88
ProtBERT,Logistic_Regression,Unweighted,456,3,2,0.7333333333333333,0.41414141414141414,0.4230769230769231,0.41414141414141414,0.41111111111111115,0.6911111111111111,0.22885182707624924,0.0,0.0,0.0,0.5,0.3333333333333333,0.4,0.7692307692307693,0.9090909090909091,0.8333333333333334
ProtBERT,Logistic_Regression,Unweighted,456,3,3,0.8666666666666667,0.5555555555555555,0.6153846153846154,0.5555555555555555,0.5722222222222223,0.8322222222222222,0.6579490028442165,0.0,0.0,0.0,1.0,0.6666666666666666,0.8,0.8461538461538461,1.0,0.9166666666666666
ProtBERT,Logistic_Regression,Unweighted,456,3,4,0.8,0.5252525252525252,0.5,0.5252525252525252,0.5120772946859903,0.7710144927536232,0.4740612223681573,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.9090909090909091,0.8695652173913043
ProtBERT,Logistic_Regression,Unweighted,456,3,5,0.7857142857142857,0.4444444444444444,0.5897435897435898,0.4444444444444444,0.45652173913043476,0.7282608695652174,0.44410268115970425,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7692307692307693,1.0,0.8695652173913043
ProtBERT,Logistic_Regression,Unweighted,789,4,1,0.8,0.5252525252525252,0.5,0.5252525252525252,0.5120772946859903,0.7710144927536232,0.4740612223681573,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.9090909090909091,0.8695652173913043
ProtBERT,Logistic_Regression,Unweighted,789,4,2,0.8666666666666667,0.5555555555555555,0.6153846153846154,0.5555555555555555,0.5722222222222223,0.8322222222222222,0.6579490028442165,0.0,0.0,0.0,1.0,0.6666666666666666,0.8,0.8461538461538461,1.0,0.9166666666666666
ProtBERT,Logistic_Regression,Unweighted,789,4,3,0.7333333333333333,0.3333333333333333,0.24444444444444444,0.3333333333333333,0.28205128205128205,0.6205128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,1.0,0.8461538461538461
ProtBERT,Logistic_Regression,Unweighted,789,4,4,0.8,0.4444444444444444,0.5952380952380952,0.4444444444444444,0.45999999999999996,0.7453333333333333,0.44831667596163405,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7857142857142857,1.0,0.88
ProtBERT,Logistic_Regression,Unweighted,789,4,5,0.8571428571428571,0.5555555555555555,0.6111111111111112,0.5555555555555555,0.5696969696969697,0.8207792207792207,0.6537014466829248,0.0,0.0,0.0,1.0,0.6666666666666666,0.8,0.8333333333333334,1.0,0.9090909090909091
ProtBERT,Logistic_Regression,Unweighted,2026,5,1,0.7333333333333333,0.41414141414141414,0.5897435897435898,0.41414141414141414,0.4444444444444445,0.7111111111111111,0.2526455763199557,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.7692307692307693,0.9090909090909091,0.8333333333333334
