K,Inertia_WCSS,Silhouette_Score,Calinski_Harabasz,Davies_Bouldin
2,1614.6177422182423,0.11014898275320381,10.496306411821784,2.4825524106656407
3,1480.0348290878514,0.08854449292457821,8.873955740268375,2.404481517486652
4,1390.456852726983,0.07327235160674492,7.71161896562338,2.314170577994433
5,1325.1331731034797,0.08271761566177853,6.8324851778938545,1.9116378548279207
6,1278.5014804142722,0.07082535718467162,6.07928890613988,2.0493595874526345
7,1202.7493593461115,0.0865162093899072,6.0092587851369155,1.8871633688886469
8,1156.4893835941434,0.06121807620578916,5.654020240924182,1.9314524965412256
9,1098.1727788507628,0.07773536311606476,5.562509187516189,1.5686614706419022
10,1051.2058793567178,0.06291252339369093,5.40361679699958,1.6471095958332334
